eval_name,CourseLevel,did,cid,question_type,question,label,value,value_5pt_adjusted,eval_sort_order,l_name,f_name,answer_text,Student,StudentFirst,StudentLast,OSCE Flags,eval_end_date,Yr,Block,ProcPercent,EPA_Tag,EPA_Abbrev,EPA Committee
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Oliver was a delightful, engaged, diligent and hard-working addition to our team. He was eager to see more patients, expand his medical knowledge, contribute to the team and follow up with patients. We felt his absence after the rotation because of the contribution he made to helping us see patients and improving our workflow.","Wood, Oliver",Oliver,Wood,1,11/3/17,2017,7,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>Physical Exam Skills<br><br>,PGY1 Ready<br><br>,4,4,,Summary,Evaluation,,"Thomas, Dean",Dean,Thomas,1,11/3/17,2017,7,,1,History and Physical,"Brown, David"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<font size=‰ÛÏ3‰Û><b>Summary Comments:<b> Please add summative, additional comments in any area beyond those provided above.  Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness.<br><br>",,,,,Summary,Evaluation,"It was a pleasure to have Oliver in our clinic, with his positive attitude, enthusiasm for engaging patients and natural curiosity.  Oliver has exceptional interpersonal skills and clinical confidence, and did really well in patient communication and teamwork. One memorable case to highlight is a middle age woman who had a complex cognitive and psychiatric presentation; Oliver skillfully interviewed her in Spanish, carefully clarifying all the history and her concerns as well as her husband's, which enabled us to develop an understanding of her condition that would not have been possible without such a thorough and considerate history. 

Clerkship Didactic Review

MCYF social determinants writeup
For his SDH assignment, Oliver thoughtfully reflected on the illness experience of an undocumented patient whose illness was negatively impacted by finacial barriers and poor literacy. Oliver proposed practical ways for the ideal care system to better serve pts like her.

Med U case summary
Oliver made progress with the med U summary statement writing. As the rotation went on, Oliver demonstrated the ability to hone in on all the key elements in the cases.   To get even better,  work on being more concise with formulations. Just identify 3 things= epi, timing, key findings.    The goal of the summary statement is to consolidate key words and concepts into a VERY compact and predictably structure. This cognitive exercise will allow you, as well as others listening to you on rounds, to be triggered by these key words and quickly generate as well as narrow down potential differentials and plans.   ","Wood, Oliver",Oliver,Wood,1,11/3/17,2017,7,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Confidential Areas for Improvement:

Please comment on areas where this student's performance needs to improve prior to graduation. these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<b>",,,,,Summary,Evaluation,"Oliver can continue to develop medical knowledge in primary care, including developing differential diagnosis and understanding and managing complex and chronic disease states.  

Oliver should work on proactively managing administrative professional tasks, like the case log, with more independence.","Wood, Oliver",Oliver,Wood,1,11/3/17,2017,7,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<font size=""3""><b>Confidential Areas for Improvement:<b><br><br></font>Please comment on areas where this student's performance needs to improve prior to graduation.  these comments will be shared with the student but will not be included in the Dean's (MSPE) letter.<br><br>",,,,,Summary,Evaluation,,"Wood, Oliver",Oliver,Wood,1,11/3/17,2017,7,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Oliver is extremely inquisitive and a primary strength for him is his curiosity, which drives him to look up literature, ask probing questions to deepen his knowledge and understanding.","Wood, Oliver",Oliver,Wood,1,11/3/17,2017,7,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,see below,"Thomas, Dean",Dean,Thomas,1,11/3/17,2017,7,,G,General,"Brown, David"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,"Oliver is very inquisitive and developed rapport with patients instantly.He excelled at compiling social and sexual history which is a higher level skill for students.  He can continue to build skills in taking a thorough history guided by building a differential diagnosis. . Oliver was concerned that he spent too much time obtaining the history, and needs to learn to redirect tangential patients. While this is the case, and I gave him specific feedback and guidance about improving efficiency, I also encouraged him to maintain his curiosity and openness to the patient narrative, as this will provide him with a rich source of information and promote excellent communication skills.","Wood, Oliver",Oliver,Wood,1,11/3/17,2017,7,0.6,G,General,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>Physical Exam Skills<br><br>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Wood, Oliver",Oliver,Wood,1,11/3/17,2017,7,0.6,1,History and Physical,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>History Taking Skills<b>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Wood, Oliver",Oliver,Wood,1,11/3/17,2017,7,0.6,1,History and Physical,"Cocks, Patrick"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,see below,"Thomas, Dean",Dean,Thomas,1,11/3/17,2017,7,,G,General,"Brown, David"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<font size=‰ÛÏ3‰Û><b>Summary Comments:<b> Please add summative, additional comments in any area beyond those provided above.  Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness.<br><br>",,,,,Summary,Evaluation,"History Taking:  Cho collected appropriate information and was able to provide excellent histories on her patients.  
Physical Exam:  Cho's physical exam skills were excellent.  She was thorough and detailed, noting abnormalities most others would have missed. 
Fund of Knowledge:  Cho demonstrated an exceptional fund of knowledge and applied it very well.
Clinical Reasoning:  Cho was able to develop a broad differential diagnosis. 
Clinical Presentation:  Cho's notes were excellent and thorough.  In the ED setting, her write-ups were a little long for an ER note but they were well-written and right on track.  She presented patients in a clear manner.  She should continue to practice her oral presentations of patients in a step-by-step organized way similar to her notes.
Patient Management:  Cho did a very good job summarizing and developing a plan for treatment.  She shared thoughtful insights that were helpful in the management of patients.
Patient Communication and Counseling:  Cho develops good rapport with patients.  She has a transparency in speaking with patients and discussing work-up and treatment that patients respond to enthusiastically.  She works hard to achieve mutual understanding with patients regarding their medical plan.
Professionalism:  Teamwork and Communication:  Cho is very energetic and willing to help do anything (even more menial tasks) to help with clinic flow. She had great communication skills, both with patients and with staff.  She demonstrated a willingness to see all patients and stay late if needed to finish up with a patient.  Overall, she was a pleasure to work with and got along very well with the entire staff. 
Lifelong Learning Skills:  A particular strength of Cho's is her curiosity. She wondered about how the disease presented itself, which got her wondering what having the disease meant to the patient, how the patient could cope with it on a day-to-day basis and then how she could help the patient to own the disease and personally manage it.  She was always very motivated to see patients and expand her knowledge base.
Summary:  Cho has kindled her first clinical exposure at this somewhat alien and confounding setting with grace and vivid enthusiasm.  She was well-liked by our patients and helped provide excellent care for them. Her heart and her head are in a good place. She is non-judgmental she can get along with people in a genuine sense, and that will carry her far in her career.  Our staff really appreciated her energy. It's easy to let time pass without really engaging yourself and Cho kept up a good spirit and work ethic the whole time.  In her research project, she took an active interest in pursuing projects helping WRSU understand the role of lead poisoning in our pediatric population. Great initiative!  

Clerkship Director Assignment Review
Med U Summary Cases:  Cho was concise and able to identify most of the key concepts in the cases. Two recommendations to improve further: 
1.	Be sure to always communicate all three elements of Epidemiology/risk factors, chronicity of symptoms, and key history and physical findings. 
2.	Stay with a consistent format that places history ahead of exam findings. This will allow others to more easily follow you.   
The goal of the summary statement is to consolidate key words and concepts into a very compact and predictable structure. This cognitive exercise will allow you, as well as others listening on rounds, to be prompted by these key words and quickly generate and narrow down potential differentials and plans.
Social Determinants of Health Interview: Cho demonstrated an excellent understanding of social determinants of health in her interview with an Apache patient with end stage liver disease.  She discussed the environmental, social and financial factors affecting his health, and thoughtfully reflected on the ""historical trauma"" which impact the health of many on the reservation and in other marginalized communities.  Her review of the NYC data added to her understanding of how health care disparities impact the health of a variety of other populations.
","Chang, Cho",Cho,Chang,,12/21/17,2017,8,0.2,G,General,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>Presentation skills</b>,Advanced MCY Learner<br><br>,3,3,,Summary,Evaluation,,"Chang, Cho",Cho,Chang,,12/21/17,2017,8,0.2,6,Oral Presentation,"Ryan, Mike"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>History Taking Skills<b>,PGY1 Ready<br><br>,4,4,,Summary,Evaluation,,"Granger, Hermione",Hermione,Granger,,12/21/17,2017,8,0.4,1,History and Physical,"Barron, Beth"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,see below,"Granger, Hermione",Hermione,Granger,,12/21/17,2017,8,0.4,G,General,"Barron, Beth"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>Physical Exam Skills<br><br>,PGY1 Ready<br><br>,4,4,,Summary,Evaluation,,"Granger, Hermione",Hermione,Granger,,12/21/17,2017,8,0.4,1,History and Physical,"Barron, Beth"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,see below,"Granger, Hermione",Hermione,Granger,,12/21/17,2017,8,0.4,G,General,"Barron, Beth"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Short Answer,"<b>Comments: Refer to specific behaviors, reinforce/clarify your above ratings, and address areas of strength and weakness.",,,,,Summary,Evaluation,see below,"Granger, Hermione",Hermione,Granger,,12/21/17,2017,8,0.4,G,General,"Barron, Beth"
SPE - Primary Care Clerkship,MCY,FMPC,INTC 7010,Multiple Choice,<b>Clinical Reasoning-Differential Generation<br><br>,PGY1 Ready<br><br>,4,4,,Summary,Evaluation,,"Granger, Hermione",Hermione,Granger,,12/21/17,2017,8,0.4,1,History and Physical,"Barron, Beth"
